bowler,phase,runs,balls,wickets,economy,bowling_sr,econ_bayes,impact_score,last_year
A Kamboj,death,61,37,4,9.891891891891891,9.25,9.49095915697404,6.911840933568505,2026
A Nortje,death,723,440,29,9.85909090909091,15.172413793103448,9.722681140815713,354.6449739593858,2026
A Zampa,death,165,89,13,11.123595505617978,6.846153846153846,9.95036100147175,69.63566446458714,2025
AD Russell,death,1034,586,59,10.58703071672355,9.932203389830509,10.294369429472443,1386.39866169359,2025
AR Patel,death,543,370,22,8.805405405405406,16.818181818181817,9.0157566803858,220.1035443111674,2025
Akash Deep,death,110,44,2,15.0,22.0,10.443106796727937,1.5704138930321474,2025
Akash Madhwal,death,223,136,11,9.838235294117647,12.363636363636363,9.588829378906276,51.73728516760679,2025
Arshad Khan,death,134,56,3,14.357142857142858,18.666666666666668,10.517539937920228,3.508424994609217,2025
Arshdeep Singh,death,958,616,56,9.331168831168831,11.0,9.35129781062636,1374.953536972082,2026
Ashok Sharma,death,55,36,4,9.166666666666666,9.0,9.376201404406826,6.9964367413404664,2026
Ashwani Kumar,death,90,39,4,13.846153846153845,9.75,10.153429591529816,6.460871118338651,2025
Avesh Khan,death,990,630,50,9.428571428571429,12.6,9.425336393233913,1087.4943420967002,2026
Azmatullah Omarzai,death,96,48,3,12.0,16.0,9.925524791843527,3.717687555455326,2025
B Kumar,death,2295,1503,120,9.161676646706587,12.525,9.19075531473379,6423.846351926309,2026
C Green,death,206,103,5,12.0,20.6,10.308397732946231,9.943349359949908,2026
CV Varun,death,427,304,19,8.427631578947368,16.0,8.813431912661278,167.93685078269056,2025
DL Chahar,death,267,172,15,9.313953488372093,11.466666666666667,9.367581810403207,98.47792297639863,2025
DS Rathi,death,95,60,4,9.5,15.0,9.434911860462655,6.952900140477115,2025
E Malinga,death,128,82,10,9.365853658536587,8.2,9.400370124252625,43.61530392747136,2026
Fazalhaq Farooqi,death,122,50,1,14.64,50.0,10.481234793542763,0.39117528428290826,2025
G Coetzee,death,172,99,7,10.424242424242426,14.142857142857142,9.754770491217611,20.595051434667145,2025
HH Pandya,death,608,316,35,11.544303797468356,9.028571428571428,10.731707484183909,468.00567453054606,2026
HV Patel,death,1348,850,93,9.51529411764706,9.13978494623656,9.496557439634428,3734.079451991929,2026
Harpreet Brar,death,97,55,3,10.581818181818182,18.333333333333332,9.671610097671907,3.8152902802484094,2025
Harshit Rana,death,247,157,14,9.439490445859873,11.214285714285714,9.425859444369253,85.25482527538094,2025
I Sharma,death,812,466,23,10.454935622317596,20.26086956521739,10.148112744959116,213.72446823448627,2025
JC Archer,death,775,480,27,9.6875,17.77777777777778,9.608744480619226,311.0604102365914,2026
JD Unadkat,death,1193,665,64,10.76390977443609,10.390625,10.458026191183695,1605.8097094992272,2026
JJ Bumrah,death,1857,1375,114,8.103272727272728,12.06140350877193,8.266179951858584,6445.976292594454,2026
JR Hazlewood,death,417,248,23,10.088709677419354,10.782608695652174,9.792105021259543,221.49476494493496,2025
K Rabada,death,1012,636,67,9.547169811320755,9.492537313432836,9.516128188228613,1934.0744088301308,2026
KA Jamieson,death,112,54,3,12.444444444444443,18.0,10.07189768842561,3.663659137682129,2025
KH Pandya,death,269,202,17,7.990099009900991,11.882352941176471,8.68993079198483,136.35321481419555,2025
KK Ahmed,death,714,410,41,10.448780487804878,10.0,10.115541362674342,681.3377310117457,2026
KV Sharma,death,213,121,10,10.56198347107438,12.1,9.854121912715115,41.60695429097166,2025
Kartik Tyagi,death,252,146,8,10.356164383561644,18.25,9.817895966035124,26.72670406243549,2026
Kuldeep Yadav,death,473,346,32,8.202312138728324,10.8125,8.639376200402916,485.96101183835447,2026
L Ngidi,death,262,184,20,8.543478260869566,9.2,8.991827241208384,182.38784576332733,2026
LH Ferguson,death,534,313,21,10.236421725239616,14.904761904761905,9.921067961452712,182.24852475813958,2025
LS Livingstone,death,26,24,1,6.5,24.0,9.095445316977065,0.4507750700614034,2025
M Jansen,death,184,109,10,10.128440366972477,10.9,9.67073198821703,42.39596345959647,2026
M Pathirana,death,582,402,37,8.686567164179104,10.864864864864865,8.924459839896109,628.9344230009265,2025
M Prasidh Krishna,death,895,530,45,10.132075471698112,11.777777777777779,9.939175895748932,835.3308249178937,2026
M Theekshana,death,221,156,12,8.5,13.0,9.008269300336117,65.53978131825731,2025
MA Starc,death,461,321,40,8.616822429906541,8.025,8.91841574499608,735.5566490248748,2025
MJ Henry,death,55,24,3,13.75,8.0,9.889965864922269,3.7310543336531543,2026
MJ Santner,death,76,51,4,8.941176470588236,12.75,9.316676928528361,7.041137146135001,2026
MM Sharma,death,1352,807,75,10.052044609665426,10.76,9.928046431554867,2322.9645589387214,2025
MP Stoinis,death,350,164,16,12.804878048780488,10.25,10.963516781108572,95.73570424123254,2025
